1139	U4495	news_3574 news_483 news_2357	news_7182-0 news_4604-0 news_4023-0 news_424-1 news_4018-0 news_4027-0
14849	U6545	news_250 news_6749 news_6459 news_2272 news_5356 news_5876 news_7779 news_841 news_1058	news_743-0 news_779-0 news_6685-0 news_1266-1 news_1380-0 news_1064-0
8811	U4056	news_7553 news_2530 news_6365 news_4574 news_7499 news_254 news_2302 news_7527 news_5422 news_2677	news_6070-0 news_4740-0 news_3899-0 news_4021-1 news_8639-0 news_2146-0
16945	U128	news_7784 news_2508 news_3973 news_6599 news_7654 news_325	news_4982-0 news_4224-0 news_5032-1 news_7764-0 news_7565-0 news_4616-0
2802	U1822	news_180 news_8206	news_5889-0 news_4222-0 news_6809-1 news_961-0 news_5871-0 news_8399-0
13573	U6037	news_2545	news_340-0 news_1484-0 news_290-0 news_980-0 news_5999-1 news_1453-0
5965	U260	news_4367 news_8049 news_5977 news_5892 news_6006	news_1670-1 news_4929-0 news_611-0 news_2064-0 news_975-0 news_6412-0
1824	U2837	news_1071 news_6322 news_8432 news_6099 news_4234 news_169 news_4043 news_1684 news_5201	news_6602-0 news_1009-0 news_3978-0 news_6616-0 news_1596-1 news_1692-0
1812	U1578	news_5987 news_220 news_7850 news_5642 news_6887	news_796-0 news_4350-0 news_6768-1 news_8025-0 news_5892-0 news_6397-0
16522	U114	news_6080 news_2611 news_4060 news_4989	news_1115-0 news_8419-0 news_6272-0 news_2490-1 news_6402-0 news_1404-0
1369	U5221	news_988 news_276 news_1123 news_5292 news_1393 news_2521 news_6200 news_804	news_1176-0 news_814-0 news_1496-0 news_1347-0 news_1207-0 news_6026-1
9748	U4414	news_8414 news_1932 news_242 news_529 news_8243 news_1129	news_4699-0 news_7979-0 news_7608-1 news_6361-0 news_6423-0 news_2595-0
10836	U4914	news_7593 news_5231 news_5185 news_8223 news_285 news_5803 news_5209 news_2311 news_5303 news_1596	news_6745-1 news_824-0 news_803-0 news_640-0 news_6263-0 news_1256-0
16393	U1159	news_8605 news_6873	news_5036-0 news_5300-0 news_2448-0 news_2272-0 news_90-1 news_5069-0
15513	U814	news_6519 news_6542 news_1350 news_461 news_7210 news_8578 news_6719 news_6106 news_3988 news_5973	news_6543-1 news_1721-0 news_7622-0 news_7778-0 news_5186-0 news_2538-0
1959	U1481	news_143 news_4992	news_6791-1 news_1806-0 news_800-0 news_1804-0 news_6738-0 news_6780-0
12766	U5710	news_356 news_7541 news_3494 news_345 news_6701 news_2316 news_2509 news_7696 news_4802 news_5891	news_6648-0 news_2383-0 news_2121-0 news_6052-1 news_2972-0 news_2447-0
13082	U5833	news_1920 news_8337	news_1824-1 news_991-0 news_1253-0 news_6693-0 news_6317-0 news_6476-0
10179	U4602	news_4209 news_330 news_6969 news_8143	news_5267-0 news_7778-0 news_6619-1 news_4993-0 news_2540-0 news_5186-0
13623	U6060	news_3561 news_5781	news_6773-0 news_4019-0 news_6058-0 news_7645-0 news_6581-0 news_2064-1
2146	U1571	news_7738 news_4045 news_1365 news_5901 news_1681 news_7641	news_1730-0 news_536-0 news_7593-0 news_4553-0 news_8551-0 news_1269-1
16932	U1373	news_1246 news_4751 news_6811 news_1124 news_874	news_383-0 news_8557-0 news_1046-1 news_6283-0 news_2395-0 news_8296-0
413	U4718	news_5055 news_620	news_1317-1 news_2064-0 news_1709-0 news_1145-0 news_1274-0 news_1414-0
891	U4697	news_2461 news_5668 news_5494 news_7610	news_852-0 news_348-1 news_1256-0 news_369-0 news_2224-0 news_5186-0
6717	U285	news_8558 news_1110 news_7648 news_714 news_125 news_8375	news_982-0 news_6509-1 news_1593-0 news_2074-0 news_2687-0 news_121-0
6469	U3146	news_339 news_1229	news_1918-1 news_7706-0 news_5255-0 news_6521-0 news_1737-0 news_6738-0
13840	U6154	news_1587 news_537 news_7539 news_6752	news_5249-1 news_2197-0 news_1725-0 news_6719-0 news_5667-0 news_1297-0
10835	U4914	news_7593 news_5231 news_5185 news_8223 news_285 news_5803 news_5209 news_2311 news_5303 news_1596	news_1118-0 news_6545-0 news_982-0 news_1626-0 news_1309-1 news_1449-0
5819	U2914	news_1974 news_936 news_1305 news_1084 news_2487 news_6666	news_1905-0 news_1672-0 news_1963-0 news_1238-0 news_2718-1 news_2527-0
2960	U1872	news_8580 news_5 news_2394 news_1036	news_6753-0 news_6787-1 news_7332-0 news_8607-0 news_4982-0 news_1283-0
15226	U696	news_4002 news_7336 news_6848 news_7673 news_6257 news_1108	news_3964-0 news_4722-0 news_771-0 news_6501-1 news_4607-0 news_1686-0
6616	U3205	news_111 news_7994 news_1529 news_2060 news_1692 news_8073	news_996-1 news_6171-0 news_6094-0 news_2083-0 news_5297-0 news_6706-0
773	U637	news_1241 news_2513 news_2392 news_343 news_5682 news_8277 news_5366 news_6164	news_7636-1 news_3198-0 news_7834-0 news_7076-0 news_7492-0 news_8505-0
14248	U6316	news_403 news_2670 news_3988 news_2075 news_7051 news_7578 news_4033 news_660 news_1463 news_4122	news_133-1 news_6317-0 news_1340-0 news_639-0 news_1262-0 news_1235-0
4661	U221	news_8419 news_4320 news_900 news_3942 news_6706 news_1050 news_4002 news_241 news_5106	news_102-0 news_6875-0 news_1562-0 news_1254-0 news_1291-0 news_987-1
12312	U500	news_6080 news_3972 news_337 news_7924 news_2940 news_107	news_6570-0 news_6802-0 news_6684-1 news_6602-0 news_217-0 news_6751-0
16923	U1369	news_5051 news_2848 news_2855 news_6676 news_6362 news_7189 news_958 news_4718 news_4051 news_2143	news_4228-0 news_2809-1 news_2134-0 news_919-0 news_7563-0 news_7138-0
9477	U4317	news_1459 news_1702 news_6512 news_4020 news_7212 news_6298 news_3646 news_5183 news_2659	news_5363-0 news_2755-1 news_8405-0 news_6618-0 news_1811-0 news_1730-0
1270	U1130		news_982-0 news_5424-0 news_8551-1 news_2538-0 news_4982-0 news_6618-0
12567	U5636	news_7718 news_1695 news_700 news_5246 news_838 news_1562 news_941 news_282 news_623	news_6770-0 news_6805-0 news_6519-1 news_6521-0 news_6822-0 news_6545-0
10847	U4917	news_273 news_1725 news_1183 news_7680 news_1550 news_1181 news_5522 news_6778 news_7271 news_1427	news_1496-1 news_6278-0 news_982-0 news_1135-0 news_6437-0 news_6317-0
9478	U4317	news_1459 news_1702 news_6512 news_4020 news_7212 news_6298 news_3646 news_5183 news_2659	news_6588-1 news_2737-0 news_2908-0 news_1656-0 news_2663-0 news_4637-0
809	U1929	news_5554 news_4228 news_347 news_6265 news_3601 news_1100 news_5340	news_2016-0 news_1831-0 news_1969-0 news_1945-0 news_7595-0 news_2540-1
2771	U166	news_533 news_145 news_1126	news_214-0 news_5639-0 news_6309-0 news_4979-0 news_184-1 news_5687-0
15930	U995	news_764 news_2029	news_982-0 news_6654-0 news_1324-1 news_1247-0 news_6753-0 news_6568-0
12306	U5506	news_3899 news_2217 news_6097 news_1073 news_2752 news_4912 news_5311 news_8187 news_4072	news_1545-0 news_982-0 news_1760-0 news_6491-0 news_1060-0 news_6545-1
11994	U5379	news_785 news_856 news_2164 news_5633 news_8306 news_4957 news_287 news_399 news_3973 news_6107	news_1308-0 news_886-0 news_126-0 news_3513-0 news_755-0 news_2264-1
15247	U706	news_8153	news_184-0 news_5687-0 news_6182-1 news_1413-0 news_7492-0 news_1244-0
8440	U3888	news_6890 news_6510 news_1285	news_6622-1 news_8331-0 news_1097-0 news_2438-0 news_725-0 news_6555-0
317	U731		news_5069-0 news_7685-0 news_1023-0 news_5078-0 news_239-0 news_761-1
10122	U4564	news_327 news_4659 news_4959 news_4297 news_4689	news_6681-0 news_948-0 news_1871-0 news_1473-0 news_139-1 news_6556-0
13848	U558	news_5988 news_7667 news_3959	news_7492-1 news_5211-0 news_1663-0 news_6106-0 news_600-0 news_4058-0
12298	U5503	news_3467 news_7728 news_1094 news_4986	news_1265-1 news_987-0 news_3940-0 news_121-0 news_1313-0 news_492-0
8377	U3862	news_738 news_2714 news_2421 news_7046 news_729 news_7210 news_5500 news_2940	news_1115-0 news_1119-0 news_6272-0 news_1254-1 news_1176-0 news_6620-0
4138	U2342	news_4555 news_6245 news_2538 news_5047 news_7719 news_8523 news_7383 news_252 news_3953 news_1917	news_6570-0 news_6805-0 news_6623-1 news_6690-0 news_6612-0 news_1449-0
6474	U3149	news_819 news_692 news_2836 news_3934	news_1388-0 news_3952-0 news_2161-0 news_709-1 news_2133-0 news_6778-0
4713	U2541	news_5892 news_1014 news_483 news_844 news_270	news_4333-0 news_727-1 news_1256-0 news_369-0 news_5351-0 news_2134-0
4910	U2608	news_5536 news_2615 news_2264 news_724	news_743-0 news_720-0 news_707-0 news_875-0 news_6407-1 news_121-0
2608	U162	news_7629 news_2457 news_6862 news_1687 news_7606	news_4048-1 news_7537-0 news_411-0 news_3198-0 news_1085-0 news_5247-0
3397	U2040	news_2678 news_1277 news_1277 news_5075	news_133-0 news_1222-0 news_1496-0 news_1253-0 news_645-0 news_1238-1
16405	U1162	news_7124 news_2823 news_3943 news_2591 news_1839	news_947-1 news_148-0 news_4616-0 news_1492-0 news_6568-0 news_7692-0
13681	U6085	news_5936 news_6205 news_6744 news_921 news_4649 news_2323 news_531	news_645-0 news_2133-0 news_2197-0 news_6581-0 news_5920-1 news_6565-0
14277	U6333	news_4078 news_1878 news_2463 news_6673	news_5703-0 news_1256-0 news_2448-0 news_1118-0 news_5270-1 news_2571-0
11972	U5368	news_6247 news_1817 news_8459 news_1590 news_5878 news_3582 news_2735	news_2830-0 news_4145-0 news_305-1 news_6593-0 news_6684-0 news_6797-0
709	U767	news_2067 news_1768 news_2690 news_4575 news_3049 news_2755	news_7157-1 news_7088-0 news_482-0 news_490-0 news_6390-0 news_6649-0
1743	U784	news_6351 news_2300 news_1150 news_4338 news_1484	news_1449-0 news_6804-0 news_996-0 news_148-0 news_987-0 news_1253-1
14070	U6244	news_6275 news_1113 news_2731 news_5250 news_2796	news_5935-1 news_4204-0 news_6679-0 news_6423-0 news_2707-0 news_5335-0
11124	U5036	news_983 news_1842 news_7588	news_779-0 news_6744-1 news_777-0 news_6605-0 news_6812-0 news_2197-0
8745	U4034	news_324 news_2090 news_5162 news_1402 news_7421 news_1854 news_6187	news_6350-0 news_7718-0 news_1332-0 news_5579-0 news_2703-1 news_1433-0
4553	U2488	news_1519 news_6080 news_199 news_7622 news_321 news_6811 news_1329 news_1208 news_3379	news_6576-0 news_3447-1 news_364-0 news_2498-0 news_4975-0 news_4271-0
5126	U2680	news_469 news_4022	news_4127-0 news_7108-0 news_5560-0 news_2747-1 news_1185-0 news_6145-0
14090	U6251	news_2820 news_1113 news_894 news_4650	news_6545-0 news_167-0 news_6804-0 news_6386-1 news_6533-0 news_982-0
878	U3264	news_7140 news_8285 news_1438 news_133 news_956 news_6097 news_5603	news_4059-1 news_7793-0 news_6228-0 news_5183-0 news_4017-0 news_6076-0
8494	U3920	news_1324 news_1458 news_1518 news_2135 news_5762	news_2224-0 news_2164-0 news_264-0 news_1675-1 news_2651-0 news_1118-0
10717	U4868	news_213 news_5720 news_2349 news_1559 news_288 news_1099 news_815 news_253 news_1166 news_2467	news_7800-0 news_2064-0 news_1571-0 news_1256-0 news_6618-0 news_6565-1
13043	U5816	news_2380 news_7082 news_455 news_5797 news_5092 news_6770	news_5969-0 news_5104-0 news_8414-0 news_2769-1 news_5096-0 news_5054-0
678	U817	news_6418	news_307-0 news_5268-0 news_1471-0 news_6583-1 news_322-0 news_6653-0
5716	U2879	news_7813 news_2491 news_2612 news_6851 news_7716 news_102 news_7505 news_6114	news_2902-0 news_8440-0 news_6656-0 news_2887-0 news_6583-0 news_6500-1
10327	U4670		news_7492-1 news_1672-0 news_4058-0 news_1238-0 news_8643-0 news_6001-0
12959	U5773	news_997 news_5876 news_8051 news_5385 news_5076 news_8608	news_982-0 news_2834-0 news_2830-0 news_2089-1 news_445-0 news_5299-0
3883	U2240	news_3976 news_7920 news_1987 news_1166 news_4482 news_6144	news_781-0 news_2300-0 news_5378-0 news_996-0 news_1267-0 news_2148-1
16074	U1048		news_806-0 news_1596-0 news_5069-1 news_2571-0 news_188-0 news_996-0
39	U12		news_6780-1 news_6720-0 news_6656-0 news_6545-0 news_1804-0 news_6521-0
7352	U3493	news_381 news_6136 news_5274 news_6379 news_4913 news_2037 news_1759 news_4058	news_5422-0 news_2015-0 news_7587-0 news_4165-0 news_8214-1 news_3906-0
6496	U3161	news_1685 news_4604 news_3491 news_2438 news_1823	news_4625-0 news_6389-0 news_5174-0 news_4999-0 news_630-1 news_8551-0
4271	U211	news_6071 news_1423 news_5916 news_7156 news_6029 news_3420 news_2784	news_6548-0 news_1805-0 news_130-0 news_6804-0 news_6545-1 news_4074-0
3186	U1956	news_250 news_297 news_6126 news_4209 news_3965 news_6035	news_6602-0 news_6653-0 news_1449-0 news_6581-0 news_6516-0 news_6738-1
13346	U5952	news_7214 news_5193 news_710 news_7076 news_4648 news_2336	news_396-0 news_7764-0 news_2538-1 news_7884-0 news_6327-0 news_6568-0
1826	U4352	news_6202 news_1516 news_5405 news_6334 news_8057	news_7680-0 news_1092-0 news_4750-0 news_4740-0 news_4863-0 news_7634-1
16996	U1397	news_146 news_4024 news_725 news_5223 news_1849 news_6746 news_4033 news_284 news_6810 news_3968	news_7177-0 news_3923-1 news_7523-0 news_654-0 news_5176-0 news_7651-0
13056	U5823	news_6516 news_2691 news_107 news_4071 news_2662 news_6173 news_2903 news_1495 news_5004 news_2952	news_84-1 news_4036-0 news_7916-0 news_481-0 news_6578-0 news_2899-0
6192	U3036	news_8444 news_5131 news_1034 news_6522 news_3921	news_4740-0 news_6309-0 news_4979-1 news_184-0 news_3959-0 news_5687-0
10643	U431	news_5416 news_6250 news_1432 news_5199	news_6327-0 news_6543-0 news_6265-1 news_396-0 news_6787-0 news_6684-0
366	U978	news_1366 news_4000 news_1229 news_4032 news_1613	news_6791-0 news_6516-1 news_6751-0 news_6538-0 news_6771-0 news_6760-0
8468	U3895	news_2443	news_1684-0 news_620-0 news_8512-0 news_8404-0 news_4710-0 news_8362-1
9889	U4475	news_1933 news_4527 news_1002 news_7935 news_1608 news_6038 news_6075 news_5521	news_2972-1 news_2498-0 news_4559-0 news_2317-0 news_661-0 news_552-0
7521	U3555	news_316 news_3462 news_5773 news_5237 news_2143 news_2409 news_2753	news_6819-0 news_5363-0 news_5206-1 news_5054-0 news_4680-0 news_6602-0
6734	U3249		news_4885-0 news_5109-1 news_7093-0 news_6433-0 news_2600-0 news_1002-0
3976	U2272	news_172 news_1032 news_7663 news_3948	news_184-0 news_7636-0 news_1953-0 news_317-0 news_6519-0 news_6182-1
6399	U3122	news_4956 news_2442 news_5626 news_281 news_2748 news_7214 news_2504 news_8452 news_6144	news_1943-0 news_6493-0 news_7740-0 news_1896-1 news_3520-0 news_858-0
8339	U3851	news_7830 news_2688 news_787 news_1174 news_1475 news_5476	news_2305-0 news_1721-0 news_8607-1 news_2064-0 news_784-0 news_2522-0
815	U5923	news_6050 news_2201 news_6377 news_6236 news_5092 news_6810	news_982-0 news_6602-0 news_6720-1 news_6581-0 news_2538-0 news_4982-0
12277	U5498	news_244 news_1995 news_6239 news_1202 news_7823	news_1291-0 news_101-1 news_6272-0 news_133-0 news_1426-0 news_6620-0
8703	U4013	news_2508 news_1756 news_7215 news_5630 news_140 news_5808 news_3899	news_3385-1 news_661-0 news_3927-0 news_4199-0 news_7762-0 news_6775-0
3719	U2167	news_5320 news_6402 news_1153 news_4197 news_2425 news_8158	news_859-1 news_6528-0 news_1543-0 news_1823-0 news_189-0 news_391-0
13491	U6000	news_8380	news_1449-1 news_1330-0 news_6804-0 news_982-0 news_1036-0 news_126-0
9806	U4444	news_7224 news_7218	news_6280-0 news_2347-0 news_5603-0 news_4598-1 news_5181-0 news_4675-0
4014	U2283	news_1810 news_7538 news_6394 news_973 news_8578 news_3381 news_7467 news_6669 news_3891	news_7474-0 news_6519-0 news_7076-0 news_5871-0 news_932-1 news_8486-0
4223	U2386	news_729 news_8634 news_145 news_7166	news_2463-0 news_2538-0 news_5036-0 news_2448-1 news_2361-0 news_5289-0
2267	U1619	news_2054 news_1255 news_1841 news_7485 news_7079 news_1425 news_7188 news_828 news_794	news_750-0 news_836-0 news_1035-0 news_6361-0 news_6685-0 news_6744-1
4493	U2467	news_8376 news_4885	news_1254-0 news_6278-0 news_720-0 news_6566-1 news_1938-0 news_6437-0
10686	U4855	news_6516 news_947 news_6530 news_1872 news_6170 news_458 news_5780 news_1002 news_131 news_7510	news_1449-0 news_6659-0 news_6565-1 news_6773-0 news_6629-0 news_6570-0
5014	U2645	news_7143 news_2065 news_6004	news_2830-0 news_4145-0 news_2902-0 news_2732-0 news_4982-0 news_2684-1
13126	U5850	news_571 news_1192 news_5985 news_7083	news_1404-0 news_1207-1 news_1445-0 news_1449-0 news_6402-0 news_1596-0
3233	U1974	news_7613 news_8645 news_7227 news_3363 news_1510 news_6725	news_6545-1 news_6581-0 news_1239-0 news_6802-0 news_7224-0 news_6659-0
330	U675	news_5718 news_7530 news_111 news_1847 news_7672	news_2890-0 news_183-0 news_1330-0 news_2840-0 news_2902-1 news_2769-0
1950	U1478	news_1468 news_290 news_2161	news_392-0 news_8570-0 news_2450-1 news_7043-0 news_1631-0 news_5464-0
10865	U4924	news_7521 news_6503 news_6322 news_5105 news_5211 news_2090 news_6512 news_1600 news_8231 news_6360	news_6654-0 news_6568-0 news_6314-1 news_980-0 news_6753-0 news_5999-0
2440	U1687	news_3670 news_6433 news_263 news_2161 news_7089 news_3426 news_6089 news_8367	news_3460-0 news_7734-1 news_8559-0 news_1545-0 news_4630-0 news_332-0
8261	U3825	news_6210 news_5615 news_5883	news_5422-0 news_5747-0 news_7497-0 news_6618-0 news_1599-1 news_6321-0
7550	U3564	news_462 news_801 news_2782 news_5071 news_2274 news_8320 news_4924 news_7194	news_7177-0 news_640-0 news_1118-1 news_7222-0 news_2025-0 news_6353-0
12460	U5580	news_2881 news_88 news_934 news_2834 news_4675 news_6097 news_401 news_4059 news_7773 news_2693	news_982-0 news_6545-0 news_6566-1 news_645-0 news_6671-0 news_6620-0
12091	U5431	news_5120 news_286 news_7579 news_7648 news_5042	news_7636-1 news_1953-0 news_317-0 news_6182-0 news_6969-0 news_7474-0
17021	U1406	news_1583 news_7112 news_911	news_214-0 news_600-0 news_1663-1 news_5211-0 news_5639-0 news_1905-0
428	U4461	news_770 news_6134 news_1709 news_6652 news_7511 news_1195	news_5104-0 news_7230-0 news_5036-0 news_8405-0 news_4379-1 news_2224-0
12590	U5646	news_103 news_4601 news_8050	news_148-0 news_130-0 news_1064-0 news_1596-0 news_6804-0 news_1368-1
9024	U4136	news_843 news_7600 news_7114 news_5383 news_7637 news_748 news_770 news_2425 news_1014 news_235	news_6612-0 news_6656-1 news_5054-0 news_6802-0 news_6521-0 news_404-0
3256	U180	news_8628 news_8398 news_7552 news_5431 news_7698	news_4993-0 news_148-0 news_7564-0 news_5041-0 news_4224-0 news_5441-1
9012	U4133		news_4198-0 news_2612-0 news_446-1 news_588-0 news_7332-0 news_258-0
8079	U3757	news_7571 news_2094 news_5982 news_5543 news_6141 news_2321 news_5487	news_5313-0 news_2921-0 news_6804-0 news_1516-1 news_2107-0 news_1179-0
4405	U2442	news_6998 news_1124 news_7578 news_7564 news_6273	news_148-0 news_1721-0 news_6468-0 news_7692-0 news_7645-0 news_5299-1
3540	U2098	news_390 news_5181 news_5306 news_8588	news_2121-0 news_7482-0 news_6849-0 news_4940-0 news_4055-0 news_5074-1
2017	U1510	news_8364 news_2778 news_2553 news_5165 news_5283 news_6616	news_6543-0 news_5299-1 news_7778-0 news_6375-0 news_148-0 news_7074-0
1626	U4023	news_5687 news_1474 news_5570 news_861 news_7662 news_8138 news_2052 news_7469	news_6543-0 news_980-1 news_396-0 news_4959-0 news_7692-0 news_6753-0
10670	U4840	news_6028 news_1342 news_7517 news_6684 news_1786 news_5225 news_7264 news_7109	news_2688-0 news_2224-0 news_6602-0 news_305-0 news_157-1 news_2887-0
8857	U4068	news_7748 news_6034 news_5545 news_5708 news_7628 news_2502 news_1438 news_228 news_1753	news_2929-0 news_3958-1 news_5814-0 news_6803-0 news_8252-0 news_1228-0
2546	U1734	news_7510 news_6299 news_8077 news_7825 news_5605 news_5468 news_5185 news_2325 news_6522 news_6104	news_7565-0 news_5967-0 news_8607-0 news_1492-1 news_396-0 news_445-0
5739	U2886	news_6084 news_2970 news_359 news_8564 news_1388 news_2006 news_5360 news_7066 news_3008 news_556	news_4616-1 news_6327-0 news_6654-0 news_7645-0 news_1067-0 news_588-0
15990	U1016	news_7808 news_6095 news_910 news_1880	news_350-1 news_6409-0 news_980-0 news_725-0 news_1320-0 news_8405-0
8230	U3811	news_7473 news_6364 news_212 news_6733 news_2934 news_5182 news_819 news_6662 news_8258	news_4075-0 news_1911-1 news_1380-0 news_6706-0 news_2064-0 news_6566-0
13408	U5974	news_7241 news_402 news_1293	news_2133-0 news_1829-0 news_6314-1 news_6804-0 news_130-0 news_1831-0
4913	U2608	news_5536 news_2615 news_2264 news_724	news_1218-0 news_727-0 news_6486-0 news_7660-0 news_1265-0 news_1034-1
1475	U1850	news_2738 news_1399 news_5735	news_5747-0 news_5422-0 news_5323-0 news_310-0 news_1599-0 news_1831-1
