id,title,end,entity_group,score,start,word
24,Freitodbegleitungen in der Schweiz 1999-2018,34.0,LOC,0.9992098808288574,27.0,Schweiz
27,Götz Kubitschek und das Institut für Staatspolitik,15.0,PER,0.9999815225601196,0.0,Götz Kubitschek
27,Götz Kubitschek und das Institut für Staatspolitik,50.0,ORG,0.9999854564666748,24.0,Institut für Staatspolitik
30,Funktionärs-Rochade: Die heimliche Unterwanderung der AfD durch Rechtsextreme,57.0,ORG,0.9999296069145203,54.0,AfD
32,Pro oder Anti? Querschüsse zu den absolut unlustigen EU-Debatten,56.0,MISC,0.9998880624771118,53.0,EU-
33,Weißrussland: Drama zwischen den Fronten,12.0,LOC,0.9997234344482422,0.0,Weißrussland
38,Zur wirtschaftlichen Entwicklung Ostdeutschlands seit dem Herbst 1989,47.0,LOC,0.9999250769615173,33.0,Ostdeutschland
39,ARD: Krieg um die politische Deutungshoheit im Lande,3.0,ORG,0.9980460405349731,0.0,ARD
40,Die langsame Zersetzung der Republik in Frankreich,50.0,LOC,0.9997689127922058,40.0,Frankreich
43,Wege der vitalisierten Demokratie in Österreich,47.0,LOC,0.9987001419067383,37.0,Österreich
44,Indien: Rechtsruck in Neu-Delhi unter Modi II,6.0,LOC,0.9999488592147827,0.0,Indien
44,Indien: Rechtsruck in Neu-Delhi unter Modi II,31.0,LOC,0.9999183416366577,22.0,Neu-Delhi
44,Indien: Rechtsruck in Neu-Delhi unter Modi II,45.0,PER,0.9998799562454224,38.0,Modi II
47,Krank: Deutschland braucht mindestens 15 Millionen Fachkräfte,5.0,PER,0.9981479048728943,0.0,Krank
47,Krank: Deutschland braucht mindestens 15 Millionen Fachkräfte,18.0,LOC,0.9997820258140564,7.0,Deutschland
50,Das Ringen um Afrika: Große Koalition verlängert Bundeswehreinsatz in Mali,20.0,LOC,0.9999092817306519,14.0,Afrika
50,Das Ringen um Afrika: Große Koalition verlängert Bundeswehreinsatz in Mali,74.0,LOC,0.9999258518218994,70.0,Mali
52,Sozialdemokraten: Nach 150 Jahren greift die Demenz,16.0,ORG,0.9999887347221375,0.0,Sozialdemokraten
58,Berliner Nachtleben - Nachdenken über Hedonismus und Gemeinschaft,8.0,MISC,0.9999204874038696,0.0,Berliner
62,Julian Assange wird vergessen gemacht,14.0,PER,0.999819278717041,0.0,Julian Assange
64,Wie aus Geldern für Flüchtlinge Spenden für die AfD wurden,51.0,ORG,0.9999415278434753,48.0,AfD
65,Geisterbahn der Sozialpolitik: Ein Blick nach Österreich,56.0,LOC,0.9986573457717896,46.0,Österreich
68,Joe Biden Imperator: Sleepy Creepy Joe`s erste Stolperer im Amt,9.0,PER,0.9997054934501648,0.0,Joe Biden
68,Joe Biden Imperator: Sleepy Creepy Joe`s erste Stolperer im Amt,19.0,MISC,0.8830212354660034,10.0,Imperator
68,Joe Biden Imperator: Sleepy Creepy Joe`s erste Stolperer im Amt,31.0,PER,0.8368351459503174,21.0,Sleepy Cre
68,Joe Biden Imperator: Sleepy Creepy Joe`s erste Stolperer im Amt,38.0,PER,0.8371317386627197,32.0,py Joe
71,"Türkei, Proteste, Unterdrückung, Journalismus, Migration",6.0,LOC,0.9998942613601685,0.0,Türkei
76,Brüssel im Machtrausch: Zensur heißt jetzt Faktenprüfung,7.0,LOC,0.9998862743377686,0.0,Brüssel
79,Deutsche Rüstungsexporte 2019 so hoch wie nie zuvor,8.0,MISC,0.9998655319213867,0.0,Deutsche
80,#unteilbar-Demonstration. Die Verwechslung von Moral und Politik,10.0,MISC,0.9599013328552246,0.0,#unteilbar
81,"Der Reichtum Afrikas, verfehlte Entwicklungshilfe und Reichtum der Machteliten",19.0,LOC,0.9999791383743286,13.0,Afrika
82,„Brüder und Schwestern“: Zwischen Nichtwissen und Neubeginn,21.0,MISC,0.9721332788467407,1.0,Brüder und Schwester
83,Pedro Sánchez in Senegal: Wie Spanien Fluchtursachen in Afrika bekämpfen will,13.0,PER,0.9999639391899109,0.0,Pedro Sánchez
83,Pedro Sánchez in Senegal: Wie Spanien Fluchtursachen in Afrika bekämpfen will,24.0,LOC,0.9999667406082153,17.0,Senegal
83,Pedro Sánchez in Senegal: Wie Spanien Fluchtursachen in Afrika bekämpfen will,37.0,LOC,0.9993777275085449,30.0,Spanien
83,Pedro Sánchez in Senegal: Wie Spanien Fluchtursachen in Afrika bekämpfen will,62.0,LOC,0.9999492168426514,56.0,Afrika
85,Nach Gewalt in Amberg: Bürgermeister berichtet von Bürgerwehren,21.0,LOC,0.9999728798866272,15.0,Amberg
86,Luftangriffe in Syrien: Sieben Krankenhäuser in Idlib zerstört,22.0,LOC,0.9999521970748901,16.0,Syrien
86,Luftangriffe in Syrien: Sieben Krankenhäuser in Idlib zerstört,53.0,LOC,0.9999672770500183,48.0,Idlib
87,Nach Großbrand in Moria: Bundesregierung bietet Griechenland Hilfe an,23.0,LOC,0.9999622702598572,18.0,Moria
87,Nach Großbrand in Moria: Bundesregierung bietet Griechenland Hilfe an,40.0,ORG,0.9387626051902771,25.0,Bundesregierung
87,Nach Großbrand in Moria: Bundesregierung bietet Griechenland Hilfe an,60.0,LOC,0.99980229139328,48.0,Griechenland
88,Dschihadist Rashid K.: Späte Abschiebung,20.0,PER,0.9999527931213379,12.0,Rashid K
89,Trumps Ausfälle: Rassist? Hetzer!,5.0,PER,0.9989207983016968,0.0,Trump
90,Seehofer in Ankara und Athen: Ein ganz herzliches Dankeschön des Bundesinnenministers,8.0,PER,0.9999697804450989,0.0,Seehofer
90,Seehofer in Ankara und Athen: Ein ganz herzliches Dankeschön des Bundesinnenministers,18.0,LOC,0.9999548196792603,12.0,Ankara
90,Seehofer in Ankara und Athen: Ein ganz herzliches Dankeschön des Bundesinnenministers,28.0,LOC,0.9999129772186279,23.0,Athen
91,Krise in Venezuela: Vereinte Nationen rechnen mit bis zu fünf Millionen Flüchtlingen,18.0,LOC,0.9999662637710571,9.0,Venezuela
91,Krise in Venezuela: Vereinte Nationen rechnen mit bis zu fünf Millionen Flüchtlingen,35.0,ORG,0.9999707341194153,20.0,Vereinte Nation
92,Türkische Syrien-Offensive: „Erdogan will unsere Allianz brechen“,4.0,MISC,0.9999077320098877,0.0,Türk
92,Türkische Syrien-Offensive: „Erdogan will unsere Allianz brechen“,16.0,MISC,0.9949994087219238,10.0,Syrien
92,Türkische Syrien-Offensive: „Erdogan will unsere Allianz brechen“,36.0,PER,0.9995517730712891,29.0,Erdogan
93,Macron zur Seenotrettung: 14 EU-Staaten stimmen Prinzip der Umverteilung von Flüchtlingen zu,6.0,PER,0.999958872795105,0.0,Macron
93,Macron zur Seenotrettung: 14 EU-Staaten stimmen Prinzip der Umverteilung von Flüchtlingen zu,31.0,MISC,0.999828577041626,29.0,EU
94,Über Russlanddeutsche: Die Unsichtbaren,21.0,MISC,0.9983991980552673,5.0,Russlanddeutsche
95,TV-Kritik: „Anne Will“: Das hat es in einer deutschen Talkshow noch nicht gegeben,21.0,PER,0.9313177466392517,12.0,Anne Will
95,TV-Kritik: „Anne Will“: Das hat es in einer deutschen Talkshow noch nicht gegeben,53.0,MISC,0.9999669790267944,44.0,deutschen
96,Abbas Khiders Irak-Roman: Willkommen in der herzlichen Hölle,9.0,PER,0.9997789859771729,0.0,Abbas Khi
96,Abbas Khiders Irak-Roman: Willkommen in der herzlichen Hölle,18.0,MISC,0.9995701909065247,14.0,Irak
97,Macrons Mittelmeer-Gipfel: Protest unter Palmen,6.0,PER,0.9895175099372864,0.0,Macron
97,Macrons Mittelmeer-Gipfel: Protest unter Palmen,25.0,MISC,0.99882972240448,8.0,Mittelmeer-Gipfel
98,Reihe „Mein Fenster zur Welt“: Mailand – Ein Zeitalter geht hier zu Ende,38.0,LOC,0.9999651908874512,31.0,Mailand
99,Ziel Deutschland: Zahl der Asylanträge steigt um ein Drittel,16.0,LOC,0.9996901750564575,5.0,Deutschland
100,Syrien-Konflikt: Trump will zwischen Türken und Kurden vermitteln,7.0,MISC,0.9872735738754272,0.0,Syrien-
100,Syrien-Konflikt: Trump will zwischen Türken und Kurden vermitteln,22.0,PER,0.9997439980506897,17.0,Trump
100,Syrien-Konflikt: Trump will zwischen Türken und Kurden vermitteln,41.0,MISC,0.9809100031852722,37.0,Türk
100,Syrien-Konflikt: Trump will zwischen Türken und Kurden vermitteln,52.0,MISC,0.9414622187614441,48.0,Kurd
101,Mit 558 Migranten an Bord: Geo Barents darf Hafen auf Sizilien anlaufen,38.0,MISC,0.9989909529685974,27.0,Geo Barents
101,Mit 558 Migranten an Bord: Geo Barents darf Hafen auf Sizilien anlaufen,62.0,LOC,0.9987247586250305,54.0,Sizilien
102,Rückkehr des Clanchefs: Hat Herr Miri sich verrechnet?,37.0,PER,0.9999607801437378,33.0,Miri
103,"FAZ.NET-Sprinter: „Wir wollen aufstehen, aufeinander zugehen…“",16.0,MISC,0.9959936141967773,0.0,FAZ.NET-Sprinter
104,Libyen-Konferenz in Berlin: Unter starken Männern,7.0,MISC,0.9954631924629211,0.0,Libyen-
104,Libyen-Konferenz in Berlin: Unter starken Männern,26.0,LOC,0.9999756813049316,20.0,Berlin
106,Mit 135 Migranten an Bord: Rettungsschiff der italienischen Küstenwache darf nicht in Italien anlanden,58.0,MISC,0.9999383687973022,46.0,italienische
106,Mit 135 Migranten an Bord: Rettungsschiff der italienischen Küstenwache darf nicht in Italien anlanden,93.0,LOC,0.9999287128448486,86.0,Italien
107,Nach Wahlsieg: Jetzt muss Ardern Neuseelands Wirtschaft retten,32.0,PER,0.999558687210083,26.0,Ardern
107,Nach Wahlsieg: Jetzt muss Ardern Neuseelands Wirtschaft retten,44.0,LOC,0.882671058177948,33.0,Neuseelands
108,Kundgebung nach Hanau-Anschlag: Die Toten mitten unter den Lebenden,22.0,MISC,0.9986812472343445,16.0,Hanau-
109,Reaktionen zu Habecks Vorstoß: „PR-Aktion“ oder „Zeichen der Humanität“?,21.0,PER,0.9987417459487915,14.0,Habecks
110,Leser fragen – wir antworten: Warum dürfen viele Millionen Amerikaner nicht wählen?,67.0,MISC,0.9998431205749512,59.0,Amerikan
111,Freund von Franco A. angeklagt: Granaten im Ruderclub,19.0,PER,0.9999338984489441,11.0,Franco A
113,Im Mittelmeer: Zwei Schiffe mit Migranten blockiert,13.0,LOC,0.9999642372131348,3.0,Mittelmeer
114,Adriano und Xavier Naidoo: Wie man zum Rassisten wird,7.0,PER,0.999110221862793,0.0,Adriano
114,Adriano und Xavier Naidoo: Wie man zum Rassisten wird,25.0,PER,0.9998431205749512,12.0,Xavier Naidoo
115,Deutschland und Frankreich: Gemeinsam gegen Windmühlen?,11.0,LOC,0.9996300935745239,0.0,Deutschland
115,Deutschland und Frankreich: Gemeinsam gegen Windmühlen?,26.0,LOC,0.9994339346885681,16.0,Frankreich
116,Illegale Migration: Trump verhängt Strafzölle gegen Mexiko,25.0,PER,0.9996090531349182,20.0,Trump
116,Illegale Migration: Trump verhängt Strafzölle gegen Mexiko,58.0,LOC,0.9993494153022766,52.0,Mexiko
117,Ankunft in Deutschland: Sprechen Sie Deutsch!,22.0,LOC,0.9999480247497559,11.0,Deutschland
117,Ankunft in Deutschland: Sprechen Sie Deutsch!,44.0,MISC,0.9991440773010254,37.0,Deutsch
119,Ärger für Trump: Kinder-Camps als Geldanlage,15.0,PER,0.9998595714569092,10.0,Trump
120,Zwischen Rom und Berlin: Ein kleiner Freundschaftsvertrag,12.0,LOC,0.9999589920043945,9.0,Rom
120,Zwischen Rom und Berlin: Ein kleiner Freundschaftsvertrag,23.0,LOC,0.999966025352478,17.0,Berlin
121,"Verteilung in der EU: Wie Brüssel nach Ländern sucht, die Migranten aufnehmen",20.0,ORG,0.5549718141555786,18.0,EU
121,"Verteilung in der EU: Wie Brüssel nach Ländern sucht, die Migranten aufnehmen",33.0,LOC,0.9995836615562439,26.0,Brüssel
122,Vernehmungsvideo wird gezeigt : Stephan E. im Lübcke-Prozess: „Ich hab’ Hass bekommen“,41.0,PER,0.9999883770942688,32.0,Stephan E
122,Vernehmungsvideo wird gezeigt : Stephan E. im Lübcke-Prozess: „Ich hab’ Hass bekommen“,59.0,MISC,0.9988877177238464,46.0,Lübcke-Prozes
123,Lübcke-Prozess: Wer ist Markus H.?,13.0,MISC,0.9993248581886292,0.0,Lübcke-Prozes
123,Lübcke-Prozess: Wer ist Markus H.?,32.0,PER,0.9999843835830688,24.0,Markus H
124,75 Jahre Hessen: Land mit tiefen Wurzeln,15.0,LOC,0.9999415278434753,9.0,Hessen
125,Nach „Sea-Watch 3“: Rettungsschiff „Alex“ fährt in den Hafen von Lampedusa ein,40.0,MISC,0.9475783705711365,36.0,Alex
125,Nach „Sea-Watch 3“: Rettungsschiff „Alex“ fährt in den Hafen von Lampedusa ein,74.0,LOC,0.9999437928199768,65.0,Lampedusa
126,Nach Kritik an Syrienoffensive: Erdogan droht EU mit Flüchtlingswelle,21.0,MISC,0.9997045397758484,15.0,Syrien
126,Nach Kritik an Syrienoffensive: Erdogan droht EU mit Flüchtlingswelle,39.0,PER,0.9997462630271912,32.0,Erdogan
126,Nach Kritik an Syrienoffensive: Erdogan droht EU mit Flüchtlingswelle,48.0,LOC,0.8922542929649353,46.0,EU
127,„Früchte des Zorns“ in Zürich: Obst für alle im Stadttheater der Zukunft,16.0,MISC,0.9998797178268433,1.0,Früchte des Zor
127,„Früchte des Zorns“ in Zürich: Obst für alle im Stadttheater der Zukunft,29.0,LOC,0.9999332427978516,23.0,Zürich
128,Flüchtlingslager in Frankreich: Improvisiertes Restaurant,30.0,LOC,0.9999427795410156,20.0,Frankreich
129,Harvard-Rede: Merkel gibt den Anti-Trump,8.0,MISC,0.9698681831359863,0.0,Harvard-
129,Harvard-Rede: Merkel gibt den Anti-Trump,20.0,PER,0.996778666973114,14.0,Merkel
129,Harvard-Rede: Merkel gibt den Anti-Trump,40.0,PER,0.650127112865448,35.0,Trump
130,"Flüchtlingslager Moria brennt: „Erbärmlich, dass die EU so lange zugeschaut hat“",22.0,LOC,0.9997960925102234,17.0,Moria
130,"Flüchtlingslager Moria brennt: „Erbärmlich, dass die EU so lange zugeschaut hat“",55.0,ORG,0.9998261332511902,53.0,EU
131,"F.A.Z.-Hauptwache: Schwierigkeiten, Stachel, Stühle",3.0,MISC,0.9854916930198669,0.0,F.A
131,"F.A.Z.-Hauptwache: Schwierigkeiten, Stachel, Stühle",7.0,MISC,0.9111462235450745,4.0,Z.-
132,Seoul ehrt IOC-Präsidenten: Friedenspreis für Thomas Bach,5.0,LOC,0.9996058344841003,0.0,Seoul
132,Seoul ehrt IOC-Präsidenten: Friedenspreis für Thomas Bach,24.0,MISC,0.9625843167304993,11.0,IOC-Präsident
132,Seoul ehrt IOC-Präsidenten: Friedenspreis für Thomas Bach,57.0,PER,0.9999759793281555,46.0,Thomas Bach
133,Rom und private Hilfsschiffe: Nur eine scheinbare Abkehr von Salvinis Linie,3.0,LOC,0.9999175071716309,0.0,Rom
133,Rom und private Hilfsschiffe: Nur eine scheinbare Abkehr von Salvinis Linie,69.0,PER,0.9162237644195557,61.0,Salvinis
134,Migrationspakt: Die EU steht auf dem Spiel,22.0,LOC,0.9898187518119812,20.0,EU
135,Coronavirus in Italien: Die Reifeprüfung,22.0,LOC,0.9999576807022095,15.0,Italien
136,Drohungen unter Nachbarn: Washington streitet mit Mexiko über Zölle und Migranten,36.0,LOC,0.9996960163116455,26.0,Washington
136,Drohungen unter Nachbarn: Washington streitet mit Mexiko über Zölle und Migranten,56.0,LOC,0.9990328550338745,50.0,Mexiko
137,Schriftsteller Yishai Sarid: Wie erinnern wir an den Holocaust?,27.0,PER,0.9999841451644897,15.0,Yishai Sarid
137,Schriftsteller Yishai Sarid: Wie erinnern wir an den Holocaust?,62.0,MISC,0.9552612900733948,53.0,Holocaust
138,Migrantenboot vor den Kanaren: Siebzehn Leichen an Bord,29.0,LOC,0.9998102188110352,22.0,Kanaren
140,AfD startet Europawahlkampf: Gauland warnt vor deutschem EU-Austritt,3.0,ORG,0.9999478459358215,0.0,AfD
140,AfD startet Europawahlkampf: Gauland warnt vor deutschem EU-Austritt,18.0,MISC,0.9977717995643616,12.0,Europa
140,AfD startet Europawahlkampf: Gauland warnt vor deutschem EU-Austritt,36.0,PER,0.9999151229858398,29.0,Gauland
140,AfD startet Europawahlkampf: Gauland warnt vor deutschem EU-Austritt,55.0,MISC,0.9999688863754272,47.0,deutsche
140,AfD startet Europawahlkampf: Gauland warnt vor deutschem EU-Austritt,60.0,MISC,0.9636303186416626,57.0,EU-
141,Türkei: In einer Woche rund 3000 „illegale Migranten“ aufgegriffen,6.0,LOC,0.9998366832733154,0.0,Türkei
142,Emmanuel Carrère: Scheidung mit Schreibverbot,12.0,PER,0.9999875426292419,0.0,Emmanuel Car
142,Emmanuel Carrère: Scheidung mit Schreibverbot,16.0,PER,0.9999774694442749,13.0,ère
143,AfD und Europawahlkampf: Gaulands Abflussbecken,3.0,ORG,0.9999613761901855,0.0,AfD
143,AfD und Europawahlkampf: Gaulands Abflussbecken,14.0,MISC,0.9991511106491089,8.0,Europa
143,AfD und Europawahlkampf: Gaulands Abflussbecken,33.0,PER,0.9923392534255981,25.0,Gaulands
144,Neues Lager auf Lesbos?: Brüssel bereit zum Wiederaufbau,22.0,LOC,0.9998775720596313,16.0,Lesbos
144,Neues Lager auf Lesbos?: Brüssel bereit zum Wiederaufbau,32.0,LOC,0.9999170303344727,25.0,Brüssel
145,Auf der Fahrt übers Mittelmeer: 115 Menschen nach Bootsunglück vor libyscher Küste vermisst,30.0,LOC,0.9996786713600159,20.0,Mittelmeer
145,Auf der Fahrt übers Mittelmeer: 115 Menschen nach Bootsunglück vor libyscher Küste vermisst,71.0,MISC,0.9999127388000488,67.0,liby
147,Trump heizt Menge an: „Schickt sie zurück!“,5.0,PER,0.9985816478729248,0.0,Trump
148,Vor der Küste Griechenlands: Dutzende Migranten in der Ägäis ertrunken,27.0,LOC,0.9981392621994019,14.0,Griechenlands
148,Vor der Küste Griechenlands: Dutzende Migranten in der Ägäis ertrunken,60.0,LOC,0.9999716281890869,55.0,Ägäis
149,Angaben des Außenministeriums: Zahl des Familiennachzugs für Flüchtlinge sinkt,29.0,ORG,0.8327763676643372,12.0,Außenministeriums
150,„Humanitären Beitrag leisten“: Frankfurt soll Flüchtlinge aus Moria aufnehmen,40.0,LOC,0.9999630451202393,31.0,Frankfurt
150,„Humanitären Beitrag leisten“: Frankfurt soll Flüchtlinge aus Moria aufnehmen,67.0,LOC,0.9999622702598572,62.0,Moria
151,Verwaltungsgericht Gießen: Kein Asyl für zu Unrecht abgeschobenen Flüchtling,10.0,ORG,0.9903130531311035,0.0,Verwaltung
151,Verwaltungsgericht Gießen: Kein Asyl für zu Unrecht abgeschobenen Flüchtling,21.0,ORG,0.7515678405761719,11.0,gericht Gi
151,Verwaltungsgericht Gießen: Kein Asyl für zu Unrecht abgeschobenen Flüchtling,25.0,LOC,0.9518897533416748,21.0,eßen
152,"Trump an der Grenze zu Mexiko: „Unser Land ist voll, also kehrt um“",5.0,PER,0.9990153312683105,0.0,Trump
152,"Trump an der Grenze zu Mexiko: „Unser Land ist voll, also kehrt um“",29.0,LOC,0.9994944334030151,23.0,Mexiko
153,Abschiebung wird vorbereitet: Asylantrag von Clanchef Miri wurde abgelehnt,58.0,PER,0.99995356798172,54.0,Miri
154,Trumps Politik: „Mad Man“ im Handelskrieg,5.0,PER,0.9995379447937012,0.0,Trump
155,Lübcke-Prozess: Ehefrau von Stephan E. stützt Vorwürfe gegen ehemaligen Anwalt,13.0,MISC,0.9145256876945496,0.0,Lübcke-Prozes
155,Lübcke-Prozess: Ehefrau von Stephan E. stützt Vorwürfe gegen ehemaligen Anwalt,38.0,PER,0.9997816681861877,28.0,Stephan E.
156,75 Jahre Auschwitz-Befreiung: Vergessen Sie’s?,25.0,MISC,0.9335294961929321,9.0,Auschwitz-Befrei
157,Migrationspolitik: Maaßen kritisiert Merkel in Ungarns Staatsfernsehen,43.0,PER,0.9997977614402771,37.0,Merkel
157,Migrationspolitik: Maaßen kritisiert Merkel in Ungarns Staatsfernsehen,53.0,LOC,0.9995787739753723,47.0,Ungarn
158,"Kurden-Chef Barzani: „Europa muss mehr tun, damit sich eine Krise wie in Belarus nicht wiederholt“",6.0,MISC,0.9975694417953491,0.0,Kurden
158,"Kurden-Chef Barzani: „Europa muss mehr tun, damit sich eine Krise wie in Belarus nicht wiederholt“",19.0,PER,0.9999725818634033,12.0,Barzani
158,"Kurden-Chef Barzani: „Europa muss mehr tun, damit sich eine Krise wie in Belarus nicht wiederholt“",28.0,LOC,0.999629020690918,22.0,Europa
158,"Kurden-Chef Barzani: „Europa muss mehr tun, damit sich eine Krise wie in Belarus nicht wiederholt“",80.0,LOC,0.999810516834259,73.0,Belarus
159,Italiens Umgang mit Migranten: Salvini macht keine Politik,7.0,LOC,0.9992315769195557,0.0,Italien
159,Italiens Umgang mit Migranten: Salvini macht keine Politik,38.0,PER,0.999861478805542,31.0,Salvini
160,Strafen für Seenotretter: Salvinis neue Drohkulisse,34.0,PER,0.9978363513946533,26.0,Salvinis
161,Syberberg im Interview: Was ist los mit diesem Land?,9.0,PER,0.997870922088623,0.0,Syberberg
162,Flüchtlinge auf Moria: Hessen bekräftigt Hilfsbereitschaft und wartet auf den Bund,21.0,LOC,0.9999637603759766,16.0,Moria
162,Flüchtlinge auf Moria: Hessen bekräftigt Hilfsbereitschaft und wartet auf den Bund,29.0,LOC,0.9999452829360962,23.0,Hessen
163,Nach „Fall Miri“: Seehofer plant schärfere Grenzkontrollen,15.0,PER,0.7442795038223267,11.0,Miri
163,Nach „Fall Miri“: Seehofer plant schärfere Grenzkontrollen,26.0,PER,0.9999504089355469,18.0,Seehofer
164,Studie „Junges Europa 2019“: „Die Generation Europa fordert mehr Gehör und mehr Mitsprache“,11.0,MISC,0.6235304474830627,8.0,Jun
164,Studie „Junges Europa 2019“: „Die Generation Europa fordert mehr Gehör und mehr Mitsprache“,21.0,LOC,0.9980689883232117,15.0,Europa
164,Studie „Junges Europa 2019“: „Die Generation Europa fordert mehr Gehör und mehr Mitsprache“,51.0,MISC,0.9819745421409607,45.0,Europa
166,Zukunft der Europäischen Union: Keine Lösung ist keine Option,23.0,ORG,0.9583044648170471,12.0,Europäische
166,Zukunft der Europäischen Union: Keine Lösung ist keine Option,30.0,ORG,0.9831199049949646,25.0,Union
167,Wegen Hackerangriffs angeklagt: Assange drohen bis zu fünf Jahre Haft in Amerika,39.0,PER,0.9986756443977356,32.0,Assange
167,Wegen Hackerangriffs angeklagt: Assange drohen bis zu fünf Jahre Haft in Amerika,80.0,LOC,0.9999566078186035,73.0,Amerika
168,Demokraten in Amerika: Wahlkampf der Identitätspolitiker?,10.0,ORG,0.9953881502151489,0.0,Demokraten
168,Demokraten in Amerika: Wahlkampf der Identitätspolitiker?,21.0,LOC,0.9999644756317139,14.0,Amerika
169,Trump droht Mexiko: „Ich spiele keine Spiele“,5.0,PER,0.9934317469596863,0.0,Trump
169,Trump droht Mexiko: „Ich spiele keine Spiele“,18.0,LOC,0.9958953857421875,12.0,Mexiko
171,Mit der „Alan Kurdi“: Sea-Eye rettet 40 Menschen vor Libyen,19.0,MISC,0.968508780002594,9.0,Alan Kurdi
171,Mit der „Alan Kurdi“: Sea-Eye rettet 40 Menschen vor Libyen,25.0,ORG,0.9998842477798462,22.0,Sea
171,Mit der „Alan Kurdi“: Sea-Eye rettet 40 Menschen vor Libyen,29.0,ORG,0.9995843172073364,26.0,Eye
171,Mit der „Alan Kurdi“: Sea-Eye rettet 40 Menschen vor Libyen,59.0,LOC,0.9997714161872864,53.0,Libyen
172,Mattarella bei Macron in Paris: Die Chemie zwischen den Nachbarn stimmt,10.0,PER,0.9999637603759766,0.0,Mattarella
172,Mattarella bei Macron in Paris: Die Chemie zwischen den Nachbarn stimmt,21.0,PER,0.9998514652252197,15.0,Macron
172,Mattarella bei Macron in Paris: Die Chemie zwischen den Nachbarn stimmt,30.0,LOC,0.9999129772186279,25.0,Paris
174,#LeaveNoOneBehind: Bestelle hier die Solidaritäts-Maske - Campact Blog,70.0,ORG,0.8113541603088379,58.0,Campact Blog
175,"Stopp von Nord Stream 2, Doppelpässe und viel Konfliktstoff: Grüne präsentieren Wahlprogrammentwurf",14.0,LOC,0.8092705607414246,10.0,Nord
175,"Stopp von Nord Stream 2, Doppelpässe und viel Konfliktstoff: Grüne präsentieren Wahlprogrammentwurf",21.0,LOC,0.5382838845252991,15.0,Stream
175,"Stopp von Nord Stream 2, Doppelpässe und viel Konfliktstoff: Grüne präsentieren Wahlprogrammentwurf",66.0,ORG,0.9997795820236206,61.0,Grüne
176,„Wir haben sie erwartet“: Österreich hätte weißrussische Sprinterin Timanowskaja aufgenommen,36.0,LOC,0.9997196793556213,26.0,Österreich
176,„Wir haben sie erwartet“: Österreich hätte weißrussische Sprinterin Timanowskaja aufgenommen,50.0,MISC,0.9990837574005127,43.0,weißrus
176,„Wir haben sie erwartet“: Österreich hätte weißrussische Sprinterin Timanowskaja aufgenommen,80.0,PER,0.9998646974563599,68.0,Timanowskaja
177,Migrationskrise: Polnische Sicherheitskräfte bringen Flüchtlingsgruppe von Grenze weg – Medien,21.0,MISC,0.9974189400672913,17.0,Poln
178,Brand in Flüchtlingscamp in Bangladesch – mindestens sieben Tote,39.0,LOC,0.9999289512634277,28.0,Bangladesch
179,Außenamt macht Minsk für Migranten-Ansturm auf polnische Grenze verantwortlich,20.0,LOC,0.9995357990264893,15.0,Minsk
