id,title,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
27,Götz Kubitschek und das  [START] Institut für Staatspolitik [END] ,50.0,ORG,0.9999854564666748,24.0,Institut für Staatspolitik,Institut für Staatspolitik,de,-0.07952143251895905,Q1239986
30,Funktionärs-Rochade: Die heimliche Unterwanderung der  [START] AfD [END]  durch Rechtsextreme,57.0,ORG,0.9999296069145204,54.0,AfD,Alternative für Deutschland,de,-0.0952577292919159,Q6721203
32,Pro oder Anti? Querschüsse zu den absolut unlustigen  [START] EU- [END] Debatten,56.0,MISC,0.9998880624771118,53.0,EU-,Europäische Union,de,-0.130208358168602,Q458
33, [START] Weißrussland [END] : Drama zwischen den Fronten,12.0,LOC,0.9997234344482422,0.0,Weißrussland,Weißrussland,de,-0.09865369647741318,Q184
38,Zur wirtschaftlichen Entwicklung  [START] Ostdeutschland [END] s seit dem Herbst 1989,47.0,LOC,0.9999250769615172,33.0,Ostdeutschland,Ostdeutschland,de,-0.08721276372671127,Q919721
39, [START] ARD [END] : Krieg um die politische Deutungshoheit im Lande,3.0,ORG,0.9980460405349731,0.0,ARD,ARD,de,-0.36423298716545105,Q49653
40,Die langsame Zersetzung der Republik in  [START] Frankreich [END] ,50.0,LOC,0.9997689127922058,40.0,Frankreich,Frankreich,de,-0.10432855784893036,Q142
43,Wege der vitalisierten Demokratie in  [START] Österreich [END] ,47.0,LOC,0.9987001419067384,37.0,Österreich,Österreich,de,-0.12951980531215668,Q40
44, [START] Indien [END] : Rechtsruck in Neu-Delhi unter Modi II,6.0,LOC,0.9999488592147828,0.0,Indien,Indien,de,-0.15332354605197906,Q668
44,Indien: Rechtsruck in  [START] Neu-Delhi [END]  unter Modi II,31.0,LOC,0.9999183416366576,22.0,Neu-Delhi,Neu-Delhi,de,-0.0847814604640007,Q987
44,Indien: Rechtsruck in Neu-Delhi unter  [START] Modi II [END] ,45.0,PER,0.9998799562454224,38.0,Modi II,Narendra Modi,de,-0.1267354041337967,Q1058
47, [START] Krank [END] : Deutschland braucht mindestens 15 Millionen Fachkräfte,5.0,PER,0.9981479048728944,0.0,Krank,Krankheitsverlauf,de,-0.11064653098583221,Q383126
47,Krank:  [START] Deutschland [END]  braucht mindestens 15 Millionen Fachkräfte,18.0,LOC,0.9997820258140564,7.0,Deutschland,Deutschland,de,-0.09722527861595154,Q183
50,Das Ringen um  [START] Afrika [END] : Große Koalition verlängert Bundeswehreinsatz in Mali,20.0,LOC,0.999909281730652,14.0,Afrika,Afrika,de,-0.21156910061836243,Q15
50,Das Ringen um Afrika: Große Koalition verlängert Bundeswehreinsatz in  [START] Mali [END] ,74.0,LOC,0.9999258518218994,70.0,Mali,Mali,de,-0.14759448170661926,Q912
52, [START] Sozialdemokraten [END] : Nach 150 Jahren greift die Demenz,16.0,ORG,0.9999887347221376,0.0,Sozialdemokraten,Sozialdemokratische Partei Österreichs,de,-0.181101992726326,Q179111
58, [START] Berliner [END]  Nachtleben - Nachdenken über Hedonismus und Gemeinschaft,8.0,MISC,0.9999204874038696,0.0,Berliner,Berlin,de,-0.46691110730171204,Q64
62, [START] Julian Assange [END]  wird vergessen gemacht,14.0,PER,0.999819278717041,0.0,Julian Assange,Julian Assange,de,-0.08100980520248413,Q360
64,Wie aus Geldern für Flüchtlinge Spenden für die  [START] AfD [END]  wurden,51.0,ORG,0.9999415278434752,48.0,AfD,Alternative für Deutschland,de,-0.09674381464719772,Q6721203
65,Geisterbahn der Sozialpolitik: Ein Blick nach  [START] Österreich [END] ,56.0,LOC,0.9986573457717896,46.0,Österreich,Österreich,de,-0.10769131779670715,Q40
68, [START] Joe Biden [END]  Imperator: Sleepy Creepy Joe`s erste Stolperer im Amt,9.0,PER,0.9997054934501648,0.0,Joe Biden,Joe Biden,de,-0.08339712023735046,Q6279
68,Joe Biden  [START] Imperator [END] : Sleepy Creepy Joe`s erste Stolperer im Amt,19.0,MISC,0.8830212354660034,10.0,Imperator,Imperator,de,-0.3437587022781372,Q725434
68,Joe Biden Imperator:  [START] Sleepy Cre [END] epy Joe`s erste Stolperer im Amt,31.0,PER,0.8368351459503174,21.0,Sleepy Cre,Joe Biden,de,-0.8989753127098083,Q6279
68,Joe Biden Imperator: Sleepy Cree [START] py Joe [END] `s erste Stolperer im Amt,38.0,PER,0.8371317386627197,32.0,py Joe,Joe Biden,de,-1.2720781564712524,Q6279
71," [START] Türkei [END] , Proteste, Unterdrückung, Journalismus, Migration",6.0,LOC,0.9998942613601683,0.0,Türkei,Türkei,de,-0.09746229648590088,Q43
76, [START] Brüssel [END]  im Machtrausch: Zensur heißt jetzt Faktenprüfung,7.0,LOC,0.9998862743377686,0.0,Brüssel,Brüssel,de,-0.10645593702793121,Q9005
79, [START] Deutsche [END]  Rüstungsexporte 2019 so hoch wie nie zuvor,8.0,MISC,0.9998655319213868,0.0,Deutsche,Deutschland,de,-0.18027068674564362,Q183
80, [START] #unteilbar [END] -Demonstration. Die Verwechslung von Moral und Politik,10.0,MISC,0.9599013328552246,0.0,#unteilbar,Unteilbar,de,-0.3229600489139557,Q62418819
81,"Der Reichtum  [START] Afrika [END] s, verfehlte Entwicklungshilfe und Reichtum der Machteliten",19.0,LOC,0.9999791383743286,13.0,Afrika,Afrika,de,-0.13462448120117188,Q15
82,„ [START] Brüder und Schwester [END] n“: Zwischen Nichtwissen und Neubeginn,21.0,MISC,0.9721332788467408,1.0,Brüder und Schwester,Liste geflügelter Worte/B,de,-0.6504949927330017,Q1777147
83, [START] Pedro Sánchez [END]  in Senegal: Wie Spanien Fluchtursachen in Afrika bekämpfen will,13.0,PER,0.9999639391899108,0.0,Pedro Sánchez,Pedro Sánchez,de,-0.09067117422819138,Q6070218
83,Pedro Sánchez in  [START] Senegal [END] : Wie Spanien Fluchtursachen in Afrika bekämpfen will,24.0,LOC,0.9999667406082152,17.0,Senegal,Senegal,de,-0.10263954102993011,Q1041
83,Pedro Sánchez in Senegal: Wie  [START] Spanien [END]  Fluchtursachen in Afrika bekämpfen will,37.0,LOC,0.9993777275085448,30.0,Spanien,Spanien,de,-0.14736652374267578,Q29
83,Pedro Sánchez in Senegal: Wie Spanien Fluchtursachen in  [START] Afrika [END]  bekämpfen will,62.0,LOC,0.9999492168426514,56.0,Afrika,Afrika,de,-0.15775281190872192,Q15
85,Nach Gewalt in  [START] Amberg [END] : Bürgermeister berichtet von Bürgerwehren,21.0,LOC,0.9999728798866272,15.0,Amberg,Amberg,de,-0.09797060489654541,Q7042
86,Luftangriffe in  [START] Syrien [END] : Sieben Krankenhäuser in Idlib zerstört,22.0,LOC,0.99995219707489,16.0,Syrien,Syrien,de,-0.091188445687294,Q858
86,Luftangriffe in Syrien: Sieben Krankenhäuser in  [START] Idlib [END]  zerstört,53.0,LOC,0.9999672770500184,48.0,Idlib,Idlib,de,-0.10220303386449814,Q504657
87,Nach Großbrand in  [START] Moria [END] : Bundesregierung bietet Griechenland Hilfe an,23.0,LOC,0.9999622702598572,18.0,Moria,Moria,de,-0.2463918924331665,Q258157
87,Nach Großbrand in Moria:  [START] Bundesregierung [END]  bietet Griechenland Hilfe an,40.0,ORG,0.9387626051902772,25.0,Bundesregierung,Bundesregierung (Deutschland),de,-0.11650668829679489,Q313827
87,Nach Großbrand in Moria: Bundesregierung bietet  [START] Griechenland [END]  Hilfe an,60.0,LOC,0.99980229139328,48.0,Griechenland,Griechenland,de,-0.09330160915851593,Q41
88,Dschihadist  [START] Rashid K [END] .: Späte Abschiebung,20.0,PER,0.999952793121338,12.0,Rashid K,Raschid Ali al-Gailani,de,-1.3420921564102173,Q369936
89, [START] Trump [END] s Ausfälle: Rassist? Hetzer!,5.0,PER,0.9989207983016968,0.0,Trump,Donald Trump,de,-0.09186053276062012,Q22686
90, [START] Seehofer [END]  in Ankara und Athen: Ein ganz herzliches Dankeschön des Bundesinnenministers,8.0,PER,0.9999697804450988,0.0,Seehofer,Horst Seehofer,de,-0.25981444120407104,Q44612
90,Seehofer in  [START] Ankara [END]  und Athen: Ein ganz herzliches Dankeschön des Bundesinnenministers,18.0,LOC,0.9999548196792604,12.0,Ankara,Ankara,de,-0.09537994116544724,Q3640
90,Seehofer in Ankara und  [START] Athen [END] : Ein ganz herzliches Dankeschön des Bundesinnenministers,28.0,LOC,0.999912977218628,23.0,Athen,Athen,de,-0.11332551389932632,Q1524
91,Krise in  [START] Venezuela [END] : Vereinte Nationen rechnen mit bis zu fünf Millionen Flüchtlingen,18.0,LOC,0.9999662637710572,9.0,Venezuela,Venezuela,de,-0.08969090133905411,Q717
91,Krise in Venezuela:  [START] Vereinte Nation [END] en rechnen mit bis zu fünf Millionen Flüchtlingen,35.0,ORG,0.9999707341194152,20.0,Vereinte Nation,Vereinte Nationen,de,-0.27897366881370544,Q1065
92, [START] Türk [END] ische Syrien-Offensive: „Erdogan will unsere Allianz brechen“,4.0,MISC,0.9999077320098876,0.0,Türk,Türk,de,-0.1411788910627365,Q29626024
92,Türkische  [START] Syrien [END] -Offensive: „Erdogan will unsere Allianz brechen“,16.0,MISC,0.9949994087219238,10.0,Syrien,Syrien,de,-0.10811477899551392,Q858
92,Türkische Syrien-Offensive: „ [START] Erdogan [END]  will unsere Allianz brechen“,36.0,PER,0.9995517730712892,29.0,Erdogan,Recep Tayyip Erdoğan,de,-0.08301127701997757,Q39259
93, [START] Macron [END]  zur Seenotrettung: 14 EU-Staaten stimmen Prinzip der Umverteilung von Flüchtlingen zu,6.0,PER,0.999958872795105,0.0,Macron,Emmanuel Macron,de,-0.11568321287631989,Q3052772
93,Macron zur Seenotrettung: 14  [START] EU [END] -Staaten stimmen Prinzip der Umverteilung von Flüchtlingen zu,31.0,MISC,0.999828577041626,29.0,EU,Europäische Union,de,-0.13132885098457336,Q458
94,Über  [START] Russlanddeutsche [END] : Die Unsichtbaren,21.0,MISC,0.9983991980552672,5.0,Russlanddeutsche,Russlanddeutsche,de,-0.1022922694683075,Q702193
95,TV-Kritik: „ [START] Anne Will [END] “: Das hat es in einer deutschen Talkshow noch nicht gegeben,21.0,PER,0.9313177466392516,12.0,Anne Will,Anne Will (Fernsehsendung),de,-0.13284118473529816,Q565894
95,TV-Kritik: „Anne Will“: Das hat es in einer  [START] deutschen [END]  Talkshow noch nicht gegeben,53.0,MISC,0.9999669790267944,44.0,deutschen,Deutschland,de,-0.09469255805015564,Q183
96, [START] Abbas Khi [END] ders Irak-Roman: Willkommen in der herzlichen Hölle,9.0,PER,0.9997789859771729,0.0,Abbas Khi,ʿAbbās Ḥilmī,it,-1.8157364130020142,Q157159
96,Abbas Khiders  [START] Irak [END] -Roman: Willkommen in der herzlichen Hölle,18.0,MISC,0.9995701909065248,14.0,Irak,Irak,de,-0.0979616716504097,Q796
97, [START] Macron [END] s Mittelmeer-Gipfel: Protest unter Palmen,6.0,PER,0.9895175099372864,0.0,Macron,Emmanuel Macron,de,-0.17146699130535126,Q3052772
97,Macrons  [START] Mittelmeer-Gipfel [END] : Protest unter Palmen,25.0,MISC,0.99882972240448,8.0,Mittelmeer-Gipfel,Mittelmeerregion,de,-0.7978315353393555,Q1940233
98,Reihe „Mein Fenster zur Welt“:  [START] Mailand [END]  – Ein Zeitalter geht hier zu Ende,38.0,LOC,0.9999651908874512,31.0,Mailand,Mailand,de,-0.0959547609090805,Q490
99,Ziel  [START] Deutschland [END] : Zahl der Asylanträge steigt um ein Drittel,16.0,LOC,0.9996901750564576,5.0,Deutschland,Deutschland,de,-0.10214922577142715,Q183
100, [START] Syrien- [END] Konflikt: Trump will zwischen Türken und Kurden vermitteln,7.0,MISC,0.9872735738754272,0.0,Syrien-,Bürgerkrieg in Syrien seit 2011,de,-0.12225063890218735,Q178810
100,Syrien-Konflikt:  [START] Trump [END]  will zwischen Türken und Kurden vermitteln,22.0,PER,0.9997439980506896,17.0,Trump,Donald Trump,de,-0.0800977498292923,Q22686
100,Syrien-Konflikt: Trump will zwischen  [START] Türk [END] en und Kurden vermitteln,41.0,MISC,0.9809100031852722,37.0,Türk,Türk,de,-0.11763274669647217,Q29626024
100,Syrien-Konflikt: Trump will zwischen Türken und  [START] Kurd [END] en vermitteln,52.0,MISC,0.941462218761444,48.0,Kurd,Kurd,de,-0.21109817922115326,Q10872528
101,Mit 558 Migranten an Bord:  [START] Geo Barents [END]  darf Hafen auf Sizilien anlaufen,38.0,MISC,0.9989909529685974,27.0,Geo Barents,Geo-Dynamo,de,-3.095477819442749,Q6500960
101,Mit 558 Migranten an Bord: Geo Barents darf Hafen auf  [START] Sizilien [END]  anlaufen,62.0,LOC,0.9987247586250304,54.0,Sizilien,Sizilien,de,-0.08109108358621597,Q4951156
102,Rückkehr des Clanchefs: Hat Herr  [START] Miri [END]  sich verrechnet?,37.0,PER,0.9999607801437378,33.0,Miri,Miri,de,-0.3083333373069763,Q986803
103," [START] FAZ.NET-Sprinter [END] : „Wir wollen aufstehen, aufeinander zugehen…“",16.0,MISC,0.9959936141967772,0.0,FAZ.NET-Sprinter,Frankfurter Allgemeine Zeitung,de,-0.2575383484363556,Q10184
104, [START] Libyen- [END] Konferenz in Berlin: Unter starken Männern,7.0,MISC,0.9954631924629213,0.0,Libyen-,Libyen,de,-0.14091698825359344,Q1016
104,Libyen-Konferenz in  [START] Berlin [END] : Unter starken Männern,26.0,LOC,0.9999756813049316,20.0,Berlin,Berlin,de,-0.10302668809890747,Q64
106,Mit 135 Migranten an Bord: Rettungsschiff der  [START] italienische [END] n Küstenwache darf nicht in Italien anlanden,58.0,MISC,0.9999383687973022,46.0,italienische,Italien,de,-0.13857302069664001,Q38
106,Mit 135 Migranten an Bord: Rettungsschiff der italienischen Küstenwache darf nicht in  [START] Italien [END]  anlanden,93.0,LOC,0.9999287128448486,86.0,Italien,Italien,de,-0.09798011928796768,Q38
107,Nach Wahlsieg: Jetzt muss  [START] Ardern [END]  Neuseelands Wirtschaft retten,32.0,PER,0.999558687210083,26.0,Ardern,Ardern,de,-0.5976327061653137,Q48703018
107,Nach Wahlsieg: Jetzt muss Ardern  [START] Neuseelands [END]  Wirtschaft retten,44.0,LOC,0.882671058177948,33.0,Neuseelands,Neuseeland,de,-0.1494208723306656,Q664
108,Kundgebung nach  [START] Hanau- [END] Anschlag: Die Toten mitten unter den Lebenden,22.0,MISC,0.9986812472343444,16.0,Hanau-,Hanau,de,-0.13680720329284668,Q3802
109,Reaktionen zu  [START] Habecks [END]  Vorstoß: „PR-Aktion“ oder „Zeichen der Humanität“?,21.0,PER,0.9987417459487916,14.0,Habecks,Hans-Jürgen Hahn,de,-2.174454689025879,Q28053766
110,Leser fragen – wir antworten: Warum dürfen viele Millionen  [START] Amerikan [END] er nicht wählen?,67.0,MISC,0.9998431205749512,59.0,Amerikan,Vereinigte Staaten,de,-0.23295414447784424,Q30
111,Freund von  [START] Franco A [END] . angeklagt: Granaten im Ruderclub,19.0,PER,0.999933898448944,11.0,Franco A,Franco A,de,-0.28025442361831665,Q29650327
113,Im  [START] Mittelmeer [END] : Zwei Schiffe mit Migranten blockiert,13.0,LOC,0.9999642372131348,3.0,Mittelmeer,Mittelmeer,de,-0.08445356041193008,Q4918
114, [START] Adriano [END]  und Xavier Naidoo: Wie man zum Rassisten wird,7.0,PER,0.999110221862793,0.0,Adriano,Adriano,de,-0.5880718231201172,Q375482
114,Adriano und  [START] Xavier Naidoo [END] : Wie man zum Rassisten wird,25.0,PER,0.9998431205749512,12.0,Xavier Naidoo,Xavier Naidoo,de,-0.10666704922914505,Q178391
115, [START] Deutschland [END]  und Frankreich: Gemeinsam gegen Windmühlen?,11.0,LOC,0.999630093574524,0.0,Deutschland,Deutschland,de,-0.11106792092323303,Q183
115,Deutschland und  [START] Frankreich [END] : Gemeinsam gegen Windmühlen?,26.0,LOC,0.999433934688568,16.0,Frankreich,Frankreich,de,-0.08964096009731293,Q142
116,Illegale Migration:  [START] Trump [END]  verhängt Strafzölle gegen Mexiko,25.0,PER,0.9996090531349182,20.0,Trump,Donald Trump,de,-0.08140729367733002,Q22686
116,Illegale Migration: Trump verhängt Strafzölle gegen  [START] Mexiko [END] ,58.0,LOC,0.9993494153022766,52.0,Mexiko,Mexikanische Fußballnationalmannschaft,de,-0.12489788234233856,Q164089
117,Ankunft in  [START] Deutschland [END] : Sprechen Sie Deutsch!,22.0,LOC,0.999948024749756,11.0,Deutschland,Deutschland,de,-0.10134659707546234,Q183
117,Ankunft in Deutschland: Sprechen Sie  [START] Deutsch [END] !,44.0,MISC,0.9991440773010254,37.0,Deutsch,Deutsche Sprache,de,-0.11470413208007812,Q188
119,Ärger für  [START] Trump [END] : Kinder-Camps als Geldanlage,15.0,PER,0.9998595714569092,10.0,Trump,Donald Trump,de,-0.12501390278339386,Q22686
120,Zwischen  [START] Rom [END]  und Berlin: Ein kleiner Freundschaftsvertrag,12.0,LOC,0.9999589920043944,9.0,Rom,Rom,de,-0.11567729711532593,Q220
120,Zwischen Rom und  [START] Berlin [END] : Ein kleiner Freundschaftsvertrag,23.0,LOC,0.999966025352478,17.0,Berlin,Berlin,de,-0.20527079701423645,Q64
121,"Verteilung in der  [START] EU [END] : Wie Brüssel nach Ländern sucht, die Migranten aufnehmen",20.0,ORG,0.5549718141555786,18.0,EU,Europäische Union,de,-0.1438702493906021,Q458
121,"Verteilung in der EU: Wie  [START] Brüssel [END]  nach Ländern sucht, die Migranten aufnehmen",33.0,LOC,0.999583661556244,26.0,Brüssel,Brüssel,de,-0.10901601612567902,Q9005
122,Vernehmungsvideo wird gezeigt :  [START] Stephan E [END] . im Lübcke-Prozess: „Ich hab’ Hass bekommen“,41.0,PER,0.9999883770942688,32.0,Stephan E,Stephan E.,de,-0.6027005314826965,Q64831559
122,Vernehmungsvideo wird gezeigt : Stephan E. im  [START] Lübcke-Prozes [END] s: „Ich hab’ Hass bekommen“,59.0,MISC,0.9988877177238464,46.0,Lübcke-Prozes,Lübcke,de,-1.6866037845611572,Q1748661
123, [START] Lübcke-Prozes [END] s: Wer ist Markus H.?,13.0,MISC,0.9993248581886292,0.0,Lübcke-Prozes,Lübcke,de,-1.6154552698135376,Q1748661
123,Lübcke-Prozess: Wer ist  [START] Markus H [END] .?,32.0,PER,0.9999843835830688,24.0,Markus H,Markus Höhner,de,-1.654601812362671,Q1901589
124,75 Jahre  [START] Hessen [END] : Land mit tiefen Wurzeln,15.0,LOC,0.9999415278434752,9.0,Hessen,Hessen,de,-0.14557792246341705,Q1199
125,Nach „Sea-Watch 3“: Rettungsschiff „ [START] Alex [END] “ fährt in den Hafen von Lampedusa ein,40.0,MISC,0.9475783705711364,36.0,Alex,Alexander (Schiff),de,-0.8719180822372437,Q2641661
125,Nach „Sea-Watch 3“: Rettungsschiff „Alex“ fährt in den Hafen von  [START] Lampedusa [END]  ein,74.0,LOC,0.9999437928199768,65.0,Lampedusa,Lampedusa,de,-0.07840816676616669,Q107338
126,Nach Kritik an  [START] Syrien [END] offensive: Erdogan droht EU mit Flüchtlingswelle,21.0,MISC,0.9997045397758484,15.0,Syrien,Syrien,de,-0.10865622013807297,Q858
126,Nach Kritik an Syrienoffensive:  [START] Erdogan [END]  droht EU mit Flüchtlingswelle,39.0,PER,0.9997462630271912,32.0,Erdogan,Recep Tayyip Erdoğan,de,-0.09956266731023788,Q39259
126,Nach Kritik an Syrienoffensive: Erdogan droht  [START] EU [END]  mit Flüchtlingswelle,48.0,LOC,0.8922542929649353,46.0,EU,Europäische Union,de,-0.15647095441818237,Q458
127,„ [START] Früchte des Zor [END] ns“ in Zürich: Obst für alle im Stadttheater der Zukunft,16.0,MISC,0.9998797178268432,1.0,Früchte des Zor,Früchte des Zorns,de,-0.6392019987106323,Q215983
127,„Früchte des Zorns“ in  [START] Zürich [END] : Obst für alle im Stadttheater der Zukunft,29.0,LOC,0.9999332427978516,23.0,Zürich,Zürich,de,-0.09615379571914673,Q72
128,Flüchtlingslager in  [START] Frankreich [END] : Improvisiertes Restaurant,30.0,LOC,0.9999427795410156,20.0,Frankreich,Frankreich,de,-0.09111761301755905,Q142
129, [START] Harvard- [END] Rede: Merkel gibt den Anti-Trump,8.0,MISC,0.9698681831359864,0.0,Harvard-,Harvard University,de,-0.09923593699932098,Q13371
129,Harvard-Rede:  [START] Merkel [END]  gibt den Anti-Trump,20.0,PER,0.996778666973114,14.0,Merkel,Angela Merkel,de,-0.086103655397892,Q567
129,Harvard-Rede: Merkel gibt den Anti- [START] Trump [END] ,40.0,PER,0.650127112865448,35.0,Trump,Donald Trump,de,-0.08163659274578094,Q22686
130,"Flüchtlingslager  [START] Moria [END]  brennt: „Erbärmlich, dass die EU so lange zugeschaut hat“",22.0,LOC,0.9997960925102234,17.0,Moria,Moria,de,-0.24362483620643616,Q258157
130,"Flüchtlingslager Moria brennt: „Erbärmlich, dass die  [START] EU [END]  so lange zugeschaut hat“",55.0,ORG,0.9998261332511902,53.0,EU,Europäische Union,de,-0.16059565544128418,Q458
131," [START] F.A [END] .Z.-Hauptwache: Schwierigkeiten, Stachel, Stühle",3.0,MISC,0.9854916930198668,0.0,F.A,Frankfurter Allgemeine Zeitung,de,-0.5239412188529968,Q10184
131,"F.A. [START] Z.- [END] Hauptwache: Schwierigkeiten, Stachel, Stühle",7.0,MISC,0.9111462235450744,4.0,Z.-,Zug (Militär),de,-0.3668743371963501,Q304673
132, [START] Seoul [END]  ehrt IOC-Präsidenten: Friedenspreis für Thomas Bach,5.0,LOC,0.9996058344841005,0.0,Seoul,Seoul,de,-0.09056997299194336,Q8684
132,Seoul ehrt  [START] IOC-Präsident [END] en: Friedenspreis für Thomas Bach,24.0,MISC,0.9625843167304992,11.0,IOC-Präsident,Internationales Olympisches Komitee,de,-0.09900287538766861,Q40970
132,Seoul ehrt IOC-Präsidenten: Friedenspreis für  [START] Thomas Bach [END] ,57.0,PER,0.9999759793281556,46.0,Thomas Bach,Thomas Bach,de,-0.0892026424407959,Q72245
133, [START] Rom [END]  und private Hilfsschiffe: Nur eine scheinbare Abkehr von Salvinis Linie,3.0,LOC,0.9999175071716307,0.0,Rom,Rom,de,-0.10549049079418182,Q220
133,Rom und private Hilfsschiffe: Nur eine scheinbare Abkehr von  [START] Salvinis [END]  Linie,69.0,PER,0.9162237644195556,61.0,Salvinis,Salvin,de,-0.9525936841964722,Q483338
134,Migrationspakt: Die  [START] EU [END]  steht auf dem Spiel,22.0,LOC,0.9898187518119812,20.0,EU,Europäische Union,de,-0.1503673791885376,Q458
135,Coronavirus in  [START] Italien [END] : Die Reifeprüfung,22.0,LOC,0.9999576807022096,15.0,Italien,Italien,de,-0.09461259096860886,Q38
136,Drohungen unter Nachbarn:  [START] Washington [END]  streitet mit Mexiko über Zölle und Migranten,36.0,LOC,0.9996960163116456,26.0,Washington,"Washington, D.C.",de,-0.15247544646263123,Q61
136,Drohungen unter Nachbarn: Washington streitet mit  [START] Mexiko [END]  über Zölle und Migranten,56.0,LOC,0.9990328550338744,50.0,Mexiko,Mexiko,de,-0.09300895780324936,Q96
137,Schriftsteller  [START] Yishai Sarid [END] : Wie erinnern wir an den Holocaust?,27.0,PER,0.9999841451644896,15.0,Yishai Sarid,Yishai Sarid,de,-0.1191699430346489,Q2600402
137,Schriftsteller Yishai Sarid: Wie erinnern wir an den  [START] Holocaust [END] ?,62.0,MISC,0.9552612900733948,53.0,Holocaust,Holocaust,de,-0.09584162384271622,Q2763
138,Migrantenboot vor den  [START] Kanaren [END] : Siebzehn Leichen an Bord,29.0,LOC,0.9998102188110352,22.0,Kanaren,Kanarische Inseln,de,-0.09062615036964417,Q5813
140, [START] AfD [END]  startet Europawahlkampf: Gauland warnt vor deutschem EU-Austritt,3.0,ORG,0.9999478459358216,0.0,AfD,Alternative für Deutschland,de,-0.08522683382034302,Q6721203
140,AfD startet  [START] Europa [END] wahlkampf: Gauland warnt vor deutschem EU-Austritt,18.0,MISC,0.9977717995643616,12.0,Europa,Europa,de,-0.12766975164413452,Q46
